"Input","Match.type","Approved.symbol","Approved.name","HGNC.ID","Location"
"19060","WDR87","Approved symbol","WDR87","WD repeat domain 87","HGNC:29934","19q13.13"
"19061","WDR88","Approved symbol","WDR88","WD repeat domain 88","HGNC:26999","19q13.11"
"19062","WDR89","Approved symbol","WDR89","WD repeat domain 89","HGNC:20489","14q23.2"
"19063","WDR90","Approved symbol","WDR90","WD repeat domain 90","HGNC:26960","16p13.3"
"19064","WDR91","Approved symbol","WDR91","WD repeat domain 91","HGNC:24997","7q33"
"19065","WDR92","Approved symbol","WDR92","WD repeat domain 92","HGNC:25176","2p14"
"19066","WDR93","Approved symbol","WDR93","WD repeat domain 93","HGNC:26924","15q26.1"
"19067","WDR97","Approved symbol","WDR97","WD repeat domain 97","HGNC:26959","8q24.3"
"19068","WDSUB1","Approved symbol","WDSUB1","WD repeat, sterile alpha motif and U-box domain containing 1","HGNC:26697","2q24.2"
"19069","WDTC1","Approved symbol","WDTC1","WD and tetratricopeptide repeats 1","HGNC:29175","1p36.11"
"19070","WDYHV1","Approved symbol","WDYHV1","WDYHV motif containing 1","HGNC:25490","8q24.13"
"19071","WEE1","Approved symbol","WEE1","WEE1 G2 checkpoint kinase","HGNC:12761","11p15.4"
"19072","WEE2-AS1","Approved symbol","WEE2-AS1","WEE2 antisense RNA 1","HGNC:48669","7q34"
"19073","WFDC1","Approved symbol","WFDC1","WAP four-disulfide core domain 1","HGNC:15466","16q24.1"
"19074","WFDC10A","Approved symbol","WFDC10A","WAP four-disulfide core domain 10A","HGNC:16139","20q13.12"
"19075","WFDC10B","Approved symbol","WFDC10B","WAP four-disulfide core domain 10B","HGNC:20479","20q13.12"
"19076","WFDC11","Approved symbol","WFDC11","WAP four-disulfide core domain 11","HGNC:20478","20q13.12"
"19077","WFDC12","Approved symbol","WFDC12","WAP four-disulfide core domain 12","HGNC:16115","20q13.12"
"19078","WFDC13","Approved symbol","WFDC13","WAP four-disulfide core domain 13","HGNC:16131","20q13.11"
"19079","WFDC2","Approved symbol","WFDC2","WAP four-disulfide core domain 2","HGNC:15939","20q13.12"
"19080","WFDC21P","Approved symbol","WFDC21P","WAP four-disulfide core domain 21, pseudogene","HGNC:50357","17q23.1"
"19081","WFDC3","Approved symbol","WFDC3","WAP four-disulfide core domain 3","HGNC:15957","20q13.12"
"19082","WFDC5","Approved symbol","WFDC5","WAP four-disulfide core domain 5","HGNC:20477","20q13.12"
"19083","WFDC6","Approved symbol","WFDC6","WAP four-disulfide core domain 6","HGNC:16164","20q13.12"
"19084","WFDC8","Approved symbol","WFDC8","WAP four-disulfide core domain 8","HGNC:16163","20q13.12"
"19085","WFDC9","Approved symbol","WFDC9","WAP four-disulfide core domain 9","HGNC:20380","20q13.12"
"19086","WFIKKN1","Approved symbol","WFIKKN1","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1","HGNC:30912","16p13.3"
"19087","WFIKKN2","Approved symbol","WFIKKN2","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2","HGNC:30916","17q21.33"
"19088","WFS1","Approved symbol","WFS1","wolframin ER transmembrane glycoprotein","HGNC:12762","4p16.1"
"19089","WHAMM","Approved symbol","WHAMM","WASP homolog associated with actin, golgi membranes and microtubules","HGNC:30493","15q25.2"
"19090","WHRN","Approved symbol","WHRN","whirlin","HGNC:16361","9q32"
"19091","WIF1","Approved symbol","WIF1","WNT inhibitory factor 1","HGNC:18081","12q14.3"
"19092","WIPF1","Approved symbol","WIPF1","WAS/WASL interacting protein family member 1","HGNC:12736","2q31.1"
"19093","WIPF2","Approved symbol","WIPF2","WAS/WASL interacting protein family member 2","HGNC:30923","17q21.2"
"19094","WIPF3","Approved symbol","WIPF3","WAS/WASL interacting protein family member 3","HGNC:22004","7p14.3"
"19095","WIPI1","Approved symbol","WIPI1","WD repeat domain, phosphoinositide interacting 1","HGNC:25471","17q24.2"
"19096","WIPI2","Approved symbol","WIPI2","WD repeat domain, phosphoinositide interacting 2","HGNC:32225","7p22.1"
"19097","WISP1","Previous symbol","CCN4","cellular communication network factor 4","HGNC:12769","8q24.22"
"19098","WISP2","Previous symbol","CCN5","cellular communication network factor 5","HGNC:12770","20q13.12"
"19099","WISP3","Previous symbol","CCN6","cellular communication network factor 6","HGNC:12771","6q21"
"19100","WIZ","Approved symbol","WIZ","WIZ zinc finger","HGNC:30917","19p13.12"
"19103","WNK1","Approved symbol","WNK1","WNK lysine deficient protein kinase 1","HGNC:14540","12p13.33"
"19104","WNK2","Approved symbol","WNK2","WNK lysine deficient protein kinase 2","HGNC:14542","9q22.31"
"19105","WNK3","Approved symbol","WNK3","WNK lysine deficient protein kinase 3","HGNC:14543","Xp11.22"
"19106","WNK4","Approved symbol","WNK4","WNK lysine deficient protein kinase 4","HGNC:14544","17q21.2"
"19107","WNT1","Approved symbol","WNT1","Wnt family member 1","HGNC:12774","12q13.12"
"19108","WNT10A","Approved symbol","WNT10A","Wnt family member 10A","HGNC:13829","2q35"
"19109","WNT10B","Approved symbol","WNT10B","Wnt family member 10B","HGNC:12775","12q13.12"
"19110","WNT11","Approved symbol","WNT11","Wnt family member 11","HGNC:12776","11q13.5"
"19111","WNT16","Approved symbol","WNT16","Wnt family member 16","HGNC:16267","7q31.31"
"19112","WNT2","Approved symbol","WNT2","Wnt family member 2","HGNC:12780","7q31.2"
"19113","WNT2B","Approved symbol","WNT2B","Wnt family member 2B","HGNC:12781","1p13.2"
"19114","WNT3","Approved symbol","WNT3","Wnt family member 3","HGNC:12782","17q21.31-q21.32"
"19115","WNT4","Approved symbol","WNT4","Wnt family member 4","HGNC:12783","1p36.12"
"19116","WNT5A","Approved symbol","WNT5A","Wnt family member 5A","HGNC:12784","3p14.3"
"19117","WNT5B","Approved symbol","WNT5B","Wnt family member 5B","HGNC:16265","12p13.33"
"19118","WNT6","Approved symbol","WNT6","Wnt family member 6","HGNC:12785","2q35"
"19119","WNT7A","Approved symbol","WNT7A","Wnt family member 7A","HGNC:12786","3p25.1"
"19120","WNT7B","Approved symbol","WNT7B","Wnt family member 7B","HGNC:12787","22q13.31"
"19121","WNT8A","Approved symbol","WNT8A","Wnt family member 8A","HGNC:12788","5q31.2"
"19122","WNT8B","Approved symbol","WNT8B","Wnt family member 8B","HGNC:12789","10q24.31"
"19123","WNT9B","Approved symbol","WNT9B","Wnt family member 9B","HGNC:12779","17q21.32"
"19124","WRAP53","Approved symbol","WRAP53","WD repeat containing antisense to TP53","HGNC:25522","17p13.1"
"19125","WRAP73","Approved symbol","WRAP73","WD repeat containing, antisense to TP73","HGNC:12759","1p36.32"
"19126","WRB","Previous symbol","GET1","guided entry of tail-anchored proteins factor 1","HGNC:12790","21q22.2"
"19127","WRN","Approved symbol","WRN","WRN RecQ like helicase","HGNC:12791","8p12"
"19128","WRNIP1","Approved symbol","WRNIP1","WRN helicase interacting protein 1","HGNC:20876","6p25.2"
"19129","WSB1","Approved symbol","WSB1","WD repeat and SOCS box containing 1","HGNC:19221","17q11.1"
"19130","WSB2","Approved symbol","WSB2","WD repeat and SOCS box containing 2","HGNC:19222","12q24.23"
"19131","WSCD1","Approved symbol","WSCD1","WSC domain containing 1","HGNC:29060","17p13.2"
"19132","WSCD2","Approved symbol","WSCD2","WSC domain containing 2","HGNC:29117","12q23.3"
"19133","WT1","Approved symbol","WT1","WT1 transcription factor","HGNC:12796","11p13"
"19134","WT1-AS","Approved symbol","WT1-AS","WT1 antisense RNA","HGNC:18135","11p13"
"19135","WTAP","Approved symbol","WTAP","WT1 associated protein","HGNC:16846","6q25.3"
"19136","WTIP","Approved symbol","WTIP","WT1 interacting protein","HGNC:20964","19q13.11"
"19137","WWC1","Approved symbol","WWC1","WW and C2 domain containing 1","HGNC:29435","5q34"
"19138","WWC2","Approved symbol","WWC2","WW and C2 domain containing 2","HGNC:24148","4q35.1"
"19139","WWC2-AS2","Approved symbol","WWC2-AS2","WWC2 antisense RNA 2","HGNC:26390","4q35.1"
"19140","WWC3","Approved symbol","WWC3","WWC family member 3","HGNC:29237","Xp22.2"
"19141","WWOX","Approved symbol","WWOX","WW domain containing oxidoreductase","HGNC:12799","16q23.1-q23.2"
"19142","WWP1","Approved symbol","WWP1","WW domain containing E3 ubiquitin protein ligase 1","HGNC:17004","8q21.3"
"19143","WWP2","Approved symbol","WWP2","WW domain containing E3 ubiquitin protein ligase 2","HGNC:16804","16q22.1"
"19144","WWTR1","Approved symbol","WWTR1","WW domain containing transcription regulator 1","HGNC:24042","3q25.1"
"19145","WWTR1-AS1","Approved symbol","WWTR1-AS1","WWTR1 antisense RNA 1","HGNC:41035","3q25.1"
"19146","XAB2","Approved symbol","XAB2","XPA binding protein 2","HGNC:14089","19p13.3"
"19147","XAF1","Approved symbol","XAF1","XIAP associated factor 1","HGNC:30932","17p13.2"
"19148","XAGE3","Approved symbol","XAGE3","X antigen family member 3","HGNC:14618","Xp11.22"
"19149","XBP1","Approved symbol","XBP1","X-box binding protein 1","HGNC:12801","22q12.1"
"19150","XBP1","Previous symbol","XBP1P1","X-box binding protein 1 pseudogene 1","HGNC:12802","5q22.2"
"19151","XCL1","Approved symbol","XCL1","X-C motif chemokine ligand 1","HGNC:10645","1q24.2"
"19152","XCR1","Approved symbol","XCR1","X-C motif chemokine receptor 1","HGNC:1625","3p21.31"
"19153","XDH","Approved symbol","XDH","xanthine dehydrogenase","HGNC:12805","2p23.1"
"19154","XG","Approved symbol","XG","Xg glycoprotein (Xg blood group)","HGNC:12806","Xp22.33"
"19155","XGY2","Approved symbol","XGY2","XG pseudogene, Y-linked 2","HGNC:34022","Yp11.2"
"19156","XIAP","Approved symbol","XIAP","X-linked inhibitor of apoptosis","HGNC:592","Xq25"
"19157","XIRP1","Approved symbol","XIRP1","xin actin binding repeat containing 1","HGNC:14301","3p22.2"
"19158","XIRP2","Approved symbol","XIRP2","xin actin binding repeat containing 2","HGNC:14303","2q24.3"
"19159","XIST","Approved symbol","XIST","X inactive specific transcript","HGNC:12810","Xq13.2"
"19160","XK","Approved symbol","XK","X-linked Kx blood group","HGNC:12811","Xp21.1"
"19161","XKR4","Approved symbol","XKR4","XK related 4","HGNC:29394","8q12.1"
"19162","XKR6","Approved symbol","XKR6","XK related 6","HGNC:27806","8p23.1"
"19163","XKRX","Approved symbol","XKRX","XK related X-linked","HGNC:29845","Xq22.1"
"19164","XPA","Approved symbol","XPA","XPA, DNA damage recognition and repair factor","HGNC:12814","9q22.33"
"19165","XPC","Approved symbol","XPC","XPC complex subunit, DNA damage recognition and repair factor","HGNC:12816","3p25.1"
"19166","XPNPEP1","Approved symbol","XPNPEP1","X-prolyl aminopeptidase 1","HGNC:12822","10q25.1"
"19167","XPNPEP2","Approved symbol","XPNPEP2","X-prolyl aminopeptidase 2","HGNC:12823","Xq26.1"
"19168","XPNPEP3","Approved symbol","XPNPEP3","X-prolyl aminopeptidase 3","HGNC:28052","22q13.2"
"19169","XPO1","Approved symbol","XPO1","exportin 1","HGNC:12825","2p15"
"19170","XPO4","Approved symbol","XPO4","exportin 4","HGNC:17796","13q12.11"
"19171","XPO5","Approved symbol","XPO5","exportin 5","HGNC:17675","6p21.1"
"19172","XPO6","Approved symbol","XPO6","exportin 6","HGNC:19733","16p11.2"
"19173","XPO7","Approved symbol","XPO7","exportin 7","HGNC:14108","8p21.3"
"19174","XPOT","Approved symbol","XPOT","exportin for tRNA","HGNC:12826","12q14.2"
"19175","XPR1","Approved symbol","XPR1","xenotropic and polytropic retrovirus receptor 1","HGNC:12827","1q25.3"
"19176","XRCC1","Approved symbol","XRCC1","X-ray repair cross complementing 1","HGNC:12828","19q13.31"
"19177","XRCC2","Approved symbol","XRCC2","X-ray repair cross complementing 2","HGNC:12829","7q36.1"
"19178","XRCC3","Approved symbol","XRCC3","X-ray repair cross complementing 3","HGNC:12830","14q32.33"
"19179","XRCC4","Approved symbol","XRCC4","X-ray repair cross complementing 4","HGNC:12831","5q14.2"
"19180","XRCC5","Approved symbol","XRCC5","X-ray repair cross complementing 5","HGNC:12833","2q35"
"19181","XRN1","Approved symbol","XRN1","5'-3' exoribonuclease 1","HGNC:30654","3q23"
"19182","XRN2","Approved symbol","XRN2","5'-3' exoribonuclease 2","HGNC:12836","20p11.22"
"19183","XRRA1","Approved symbol","XRRA1","X-ray radiation resistance associated 1","HGNC:18868","11q13.4"
"19184","XXYLT1","Approved symbol","XXYLT1","xyloside xylosyltransferase 1","HGNC:26639","3q29"
"19185","XYLB","Approved symbol","XYLB","xylulokinase","HGNC:12839","3p22.2"
"19186","XYLT1","Approved symbol","XYLT1","xylosyltransferase 1","HGNC:15516","16p12.3"
"19187","XYLT2","Approved symbol","XYLT2","xylosyltransferase 2","HGNC:15517","17q21.33"
"19188","YAE1D1","Previous symbol","YAE1","YAE1 maturation factor of ABCE1","HGNC:24857","7p14.1"
"19189","YAF2","Approved symbol","YAF2","YY1 associated factor 2","HGNC:17363","12q12"
"19190","YAP1","Approved symbol","YAP1","Yes1 associated transcriptional regulator","HGNC:16262","11q22.1"
"19191","YARS","Previous symbol","YARS1","tyrosyl-tRNA synthetase 1","HGNC:12840","1p35.1"
"19192","YARS2","Approved symbol","YARS2","tyrosyl-tRNA synthetase 2","HGNC:24249","12p11.21"
"19193","YBEY","Approved symbol","YBEY","ybeY metalloendoribonuclease","HGNC:1299","21q22.3"
"19194","YBX2","Approved symbol","YBX2","Y-box binding protein 2","HGNC:17948","17p13.1"
"19195","YBX3","Approved symbol","YBX3","Y-box binding protein 3","HGNC:2428","12p13.2"
"19196","YDJC","Approved symbol","YDJC","YdjC chitooligosaccharide deacetylase homolog","HGNC:27158","22q11.21"
"19197","YEATS2","Approved symbol","YEATS2","YEATS domain containing 2","HGNC:25489","3q27.1"
"19198","YEATS4","Approved symbol","YEATS4","YEATS domain containing 4","HGNC:24859","12q15"
"19199","YES1","Approved symbol","YES1","YES proto-oncogene 1, Src family tyrosine kinase","HGNC:12841","18p11.32"
"19200","YIF1A","Approved symbol","YIF1A","Yip1 interacting factor homolog A, membrane trafficking protein","HGNC:16688","11q13.2"
"19201","YIF1B","Approved symbol","YIF1B","Yip1 interacting factor homolog B, membrane trafficking protein","HGNC:30511","19q13.2"
"19202","YIPF1","Approved symbol","YIPF1","Yip1 domain family member 1","HGNC:25231","1p32.3"
"19203","YIPF2","Approved symbol","YIPF2","Yip1 domain family member 2","HGNC:28476","19p13.2"
"19204","YIPF3","Approved symbol","YIPF3","Yip1 domain family member 3","HGNC:21023","6p21.1"
"19205","YIPF4","Approved symbol","YIPF4","Yip1 domain family member 4","HGNC:28145","2p22.3"
"19206","YIPF5","Approved symbol","YIPF5","Yip1 domain family member 5","HGNC:24877","5q31.3"
"19207","YIPF6","Approved symbol","YIPF6","Yip1 domain family member 6","HGNC:28304","Xq12-q13.1"
"19208","YJEFN3","Approved symbol","YJEFN3","YjeF N-terminal domain containing 3","HGNC:24785","19p13.11"
"19209","YJU2","Approved symbol","YJU2","YJU2 splicing factor homolog","HGNC:25518","19p13.3"
"19210","YKT6","Approved symbol","YKT6","YKT6 v-SNARE homolog","HGNC:16959","7p13"
"19211","YLPM1","Approved symbol","YLPM1","YLP motif containing 1","HGNC:17798","14q24.3"
"19212","YME1L1","Approved symbol","YME1L1","YME1 like 1 ATPase","HGNC:12843","10p12.1"
"19213","YOD1","Approved symbol","YOD1","YOD1 deubiquitinase","HGNC:25035","1q32.1"
"19214","YPEL1","Approved symbol","YPEL1","yippee like 1","HGNC:12845","22q11.21-q11.22"
"19215","YPEL2","Approved symbol","YPEL2","yippee like 2","HGNC:18326","17q22"
"19216","YPEL3","Approved symbol","YPEL3","yippee like 3","HGNC:18327","16p11.2"
"19217","YPEL4","Approved symbol","YPEL4","yippee like 4","HGNC:18328","11q12.1"
"19218","YPEL5","Approved symbol","YPEL5","yippee like 5","HGNC:18329","2p23.1"
"19219","YRDC","Approved symbol","YRDC","yrdC N6-threonylcarbamoyltransferase domain containing","HGNC:28905","1p34.3"
"19220","YTHDC1","Approved symbol","YTHDC1","YTH domain containing 1","HGNC:30626","4q13.2"
"19221","YTHDC2","Approved symbol","YTHDC2","YTH domain containing 2","HGNC:24721","5q22.2"
"19222","YTHDF1","Approved symbol","YTHDF1","YTH N6-methyladenosine RNA binding protein 1","HGNC:15867","20q13.33"
"19223","YTHDF2","Approved symbol","YTHDF2","YTH N6-methyladenosine RNA binding protein 2","HGNC:31675","1p35.3"
"19224","YTHDF3","Approved symbol","YTHDF3","YTH N6-methyladenosine RNA binding protein 3","HGNC:26465","8q12.3"
"19225","YTHDF3-AS1","Approved symbol","YTHDF3-AS1","YTHDF3 antisense RNA 1 (head to head)","HGNC:48728","8q12.3"
"19226","YWHAB","Approved symbol","YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","HGNC:12849","20q13.12"
"19227","YWHAE","Approved symbol","YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon","HGNC:12851","17p13.3"
"19228","YWHAEP7","Approved symbol","YWHAEP7","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7","HGNC:49437","17q12"
"19229","YWHAG","Approved symbol","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma","HGNC:12852","7q11.23"
"19230","YWHAH","Approved symbol","YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","HGNC:12853","22q12.3"
"19231","YWHAZ","Approved symbol","YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta","HGNC:12855","8q22.3"
"19232","YY1","Approved symbol","YY1","YY1 transcription factor","HGNC:12856","14q32.2"
"19233","YY1AP1","Approved symbol","YY1AP1","YY1 associated protein 1","HGNC:30935","1q22"
"19234","YY2","Approved symbol","YY2","YY2 transcription factor","HGNC:31684","Xp22.12"
"19235","ZACN","Approved symbol","ZACN","zinc activated ion channel","HGNC:29504","17q25.1"
"19236","ZADH2","Approved symbol","ZADH2","zinc binding alcohol dehydrogenase domain containing 2","HGNC:28697","18q22.3"
"19237","ZAN","Approved symbol","ZAN","zonadhesin (gene/pseudogene)","HGNC:12857","7q22.1"
"19238","ZAP70","Approved symbol","ZAP70","zeta chain of T cell receptor associated protein kinase 70","HGNC:12858","2q11.2"
"19239","ZAR1","Approved symbol","ZAR1","zygote arrest 1","HGNC:20436","4p11"
"19240","ZBBX","Approved symbol","ZBBX","zinc finger B-box domain containing","HGNC:26245","3q26.1"
"19241","ZBED1","Approved symbol","ZBED1","zinc finger BED-type containing 1","HGNC:447","Xp22.33 and Yp11"
"19242","ZBED2","Approved symbol","ZBED2","zinc finger BED-type containing 2","HGNC:20710","3q13.13"
"19243","ZBED3","Approved symbol","ZBED3","zinc finger BED-type containing 3","HGNC:20711","5q13.3"
"19244","ZBED3-AS1","Approved symbol","ZBED3-AS1","ZBED3 antisense RNA 1","HGNC:44188","5q13.3"
"19245","ZBED4","Approved symbol","ZBED4","zinc finger BED-type containing 4","HGNC:20721","22q13.33"
"19246","ZBED5","Approved symbol","ZBED5","zinc finger BED-type containing 5","HGNC:30803","11p15.4"
